Cell Names,Date String,Tower Name,Zip,Attempted,Completed,Dropped,Dropped Call Percentage,F1,Number of Records
Shaver,10/04/2015 18:49,Reflector Pond,603,1,1,0,0,3768,1
Rexus,10/04/2015 18:50,Clown Castle,603,1,1,0,0,1568,1
Fallacy,10/04/2015 18:50,Clown Castle,603,1,1,0,0,2805,1
Fallacy,10/04/2015 18:50,Clown Castle,603,1,1,0,0,1034,1
Rumia,10/04/2015 18:50,Leaffson,603,1,1,0,0,1583,1
Fallacy,10/04/2015 18:51,Eastower,603,1,1,0,0,2067,1
Fallacy,10/04/2015 18:51,Reflector Pond,603,1,1,0,0,1904,1
Fallacy,10/04/2015 18:51,Reflector Pond,603,1,1,0,0,2999,1
KTV 2,10/04/2015 18:51,Clown Castle,603,1,1,0,0,2652,1
Rumia,10/04/2015 18:51,Leaffson,603,1,1,0,0,997,1
Fallacy,10/04/2015 18:52,Eastower,603,1,1,0,0,1613,1
Rumia,10/04/2015 18:52,Clown Castle,603,1,1,0,0,1386,1
Rexus,10/04/2015 18:53,Clown Castle,603,1,1,0,0,1527,1
KTV 2,10/04/2015 18:53,GLU,603,1,1,0,0,3375,1
Rexus,10/04/2015 18:54,Reflector Pond,603,1,1,0,0,2103,1
Fallacy,10/04/2015 18:54,Reflector Pond,603,1,1,0,0,2268,1
KTV 2,10/04/2015 18:55,Clown Castle,603,1,1,0,0,1222,1
Rexus,10/04/2015 18:57,Clown Castle,602,1,1,0,0,598,1
Fallacy,10/04/2015 18:57,Clown Castle,603,1,1,0,0,2823,1
Fallacy,10/04/2015 18:57,Reflector Pond,603,1,1,0,0,2040,1
Rexus,10/04/2015 18:58,Reflector Pond,603,1,1,0,0,2532,1
Fallacy,10/04/2015 18:58,Eastower,603,1,1,0,0,2210,1
Fallacy,10/04/2015 18:58,Reflector Pond,603,1,1,0,0,2935,1
KTV 2,10/04/2015 18:59,Eastower,602,1,1,0,0,459,1
Fallacy,10/04/2015 18:59,Eastower,603,1,1,0,0,2321,1
Rumia,10/04/2015 18:59,Clown Castle,603,1,1,0,0,2663,1
Rexus,10/04/2015 19:00,Clown Castle,603,1,1,0,0,2056,1
Fallacy,10/04/2015 19:00,Eastower,603,1,1,0,0,998,1
Rumia,10/04/2015 19:00,Clown Castle,603,1,0,1,1,1146,1
Rexus,10/04/2015 19:01,GLU,603,1,1,0,0,3094,1
Rexus,10/04/2015 19:01,Reflector Pond,603,1,1,0,0,3226,1
Rumia,10/04/2015 19:01,Reflector Pond,603,1,1,0,0,1256,1
Shaver,10/04/2015 19:02,Reflector Pond,602,1,1,0,0,313,1
Rexus,10/04/2015 19:02,Eastower,603,1,1,0,0,3617,1
Fallacy,10/04/2015 19:03,Clown Castle,603,1,1,0,0,3112,1
Fallacy,10/04/2015 19:03,Reflector Pond,603,1,1,0,0,2899,1
Shaver,10/04/2015 19:03,Leaffson,603,1,1,0,0,2871,1
Rexus,10/04/2015 19:03,Clown Castle,610,1,1,0,0,4208,1
Rexus,10/04/2015 19:04,Clown Castle,602,1,1,0,0,670,1
Rexus,10/04/2015 19:04,Reflector Pond,603,1,1,0,0,1987,1
KTV 2,10/04/2015 19:04,Eastower,603,1,1,0,0,2942,1
Rexus,10/04/2015 19:05,Clown Castle,602,1,1,0,0,337,1
Rexus,10/04/2015 19:05,Eastower,603,1,1,0,0,2494,1
KTV 2,10/04/2015 19:05,Leaffson,603,1,1,0,0,2893,1
Fallacy,10/04/2015 19:06,Reflector Pond,602,1,1,0,0,479,1
KTV 2,10/04/2015 19:06,Eastower,602,1,1,0,0,339,1
KTV 2,10/04/2015 19:06,Clown Castle,610,1,1,0,0,4044,1
Rumia,10/04/2015 19:07,Eastower,603,1,1,0,0,1313,1
KTV 2,10/04/2015 19:08,Leaffson,603,1,1,0,0,2018,1
Fallacy,10/04/2015 19:09,Leaffson,603,1,1,0,0,3014,1
Iclone,10/04/2015 19:10,Clown Castle,603,1,1,0,0,1840,1
KTV 2,10/04/2015 19:10,Eastower,603,1,1,0,0,3539,1
KTV 2,10/04/2015 19:10,Clown Castle,603,1,1,0,0,1755,1
KTV 2,10/04/2015 19:10,Reflector Pond,603,1,1,0,0,2425,1
Fallacy,10/04/2015 19:11,Leaffson,603,1,1,0,0,3188,1
Rumia,10/04/2015 19:11,GLU,603,1,1,0,0,3354,1
Rexus,10/04/2015 19:11,Eastower,610,1,1,0,0,4119,1
Rexus,10/04/2015 19:12,Eastower,602,1,1,0,0,594,1
Fallacy,10/04/2015 19:12,Clown Castle,602,1,1,0,0,59,1
Rumia,10/04/2015 19:12,Eastower,603,1,1,0,0,935,1
Fallacy,10/04/2015 19:13,Leaffson,603,1,1,0,0,1163,1
KTV 2,10/04/2015 19:14,Reflector Pond,603,1,1,0,0,1277,1
Shaver,10/04/2015 19:14,Reflector Pond,603,1,1,0,0,3313,1
Fallacy,10/04/2015 19:15,GLU,603,1,1,0,0,3142,1
KTV 2,10/04/2015 19:15,Reflector Pond,603,1,1,0,0,2496,1
Shaver,10/04/2015 19:15,Clown Castle,603,1,1,0,0,2635,1
KTV 2,10/04/2015 19:16,Clown Castle,603,1,1,0,0,1844,1
Rexus,10/04/2015 19:17,Reflector Pond,602,1,1,0,0,607,1
Fallacy,10/04/2015 19:17,Eastower,602,1,1,0,0,781,1
Fallacy,10/04/2015 19:17,Clown Castle,603,1,1,0,0,1774,1
KTV 2,10/04/2015 19:17,Clown Castle,603,1,1,0,0,2077,1
Iclone,10/04/2015 19:18,Clown Castle,602,1,1,0,0,748,1
Fallacy,10/04/2015 19:19,Eastower,602,1,0,1,1,316,1
Rumia,10/04/2015 19:19,Reflector Pond,603,1,1,0,0,3043,1
KTV 2,10/04/2015 19:20,Eastower,603,1,1,0,0,1727,1
Rumia,10/04/2015 19:20,Clown Castle,603,1,1,0,0,2115,1
Shaver,10/04/2015 19:20,Eastower,603,1,1,0,0,1445,1
Rexus,10/04/2015 19:21,Reflector Pond,602,1,1,0,0,877,1
Iclone,10/04/2015 19:21,Eastower,603,1,1,0,0,1143,1
Rumia,10/04/2015 19:21,GLU,603,1,1,0,0,3161,1
Rumia,10/04/2015 19:21,Clown Castle,603,1,1,0,0,1209,1
Rumia,10/04/2015 19:22,Reflector Pond,602,1,1,0,0,237,1
KTV 2,10/04/2015 19:22,Eastower,606,1,1,0,0,3933,1
KTV 2,10/04/2015 19:23,Reflector Pond,603,1,1,0,0,2437,1
Shaver,10/04/2015 19:23,Reflector Pond,610,1,1,0,0,4230,1
Fallacy,10/04/2015 19:24,Eastower,602,1,1,0,0,524,1
Shaver,10/04/2015 19:24,Leaffson,602,1,1,0,0,717,1
Rexus,10/04/2015 19:25,Clown Castle,603,1,1,0,0,2568,1
Rumia,10/04/2015 19:25,Clown Castle,603,1,1,0,0,3233,1
Shaver,10/04/2015 19:25,Reflector Pond,603,1,1,0,0,3083,1
KTV 2,10/04/2015 19:25,Leaffson,610,1,1,0,0,4101,1
Rexus,10/04/2015 19:26,Leaffson,602,1,1,0,0,837,1
Fallacy,10/04/2015 19:26,Reflector Pond,603,1,1,0,0,2096,1
Rumia,10/04/2015 19:26,Clown Castle,603,1,1,0,0,1293,1
Fallacy,10/04/2015 19:27,Reflector Pond,603,1,1,0,0,3125,1
Rumia,10/04/2015 19:27,Leaffson,603,1,1,0,0,3183,1
Rumia,10/04/2015 19:27,Reflector Pond,603,1,1,0,0,1995,1
Rexus,10/04/2015 19:28,Reflector Pond,602,1,1,0,0,530,1
Rexus,10/04/2015 19:28,Clown Castle,603,1,1,0,0,900,1
Iclone,10/04/2015 19:29,Leaffson,603,1,1,0,0,3596,1
KTV 2,10/04/2015 19:29,Eastower,603,1,1,0,0,1092,1
Rumia,10/04/2015 19:29,Eastower,606,1,1,0,0,3908,1
Rumia,10/04/2015 19:30,Leaffson,602,1,1,0,0,254,1
Rexus,10/04/2015 19:30,Eastower,603,1,1,0,0,2774,1
Rexus,10/04/2015 19:30,Clown Castle,603,1,1,0,0,2801,1
KTV 2,10/04/2015 19:30,GLU,603,1,1,0,0,2737,1
KTV 2,10/04/2015 19:31,Reflector Pond,603,1,1,0,0,1557,1
Iclone,10/04/2015 19:31,Reflector Pond,610,1,1,0,0,4038,1
Rexus,10/04/2015 19:32,Reflector Pond,602,1,1,0,0,562,1
Iclone,10/04/2015 19:32,Eastower,603,1,1,0,0,3104,1
Rumia,10/04/2015 19:32,Leaffson,610,1,1,0,0,4244,1
Rumia,10/04/2015 19:34,Leaffson,602,1,1,0,0,423,1
KTV 2,10/04/2015 19:35,Reflector Pond,603,1,1,0,0,2173,1
Rumia,10/04/2015 19:35,Leaffson,603,1,1,0,0,1156,1
Rumia,10/04/2015 19:35,Leaffson,603,1,1,0,0,1286,1
Rumia,10/04/2015 19:35,Reflector Pond,603,1,1,0,0,2140,1
Rexus,10/04/2015 19:36,Leaffson,603,1,1,0,0,3651,1
Rexus,10/04/2015 19:36,Eastower,603,1,1,0,0,1231,1
Fallacy,10/04/2015 19:36,Clown Castle,603,1,1,0,0,2656,1
KTV 2,10/04/2015 19:36,Eastower,603,1,1,0,0,1031,1
Rumia,10/04/2015 19:37,Eastower,602,1,1,0,0,332,1
Iclone,10/04/2015 19:37,Eastower,603,1,1,0,0,3271,1
Iclone,10/04/2015 19:37,Reflector Pond,603,1,1,0,0,3763,1
Rexus,10/04/2015 19:37,Reflector Pond,603,1,1,0,0,3411,1
KTV 2,10/04/2015 19:37,Clown Castle,603,1,1,0,0,2053,1
KTV 2,10/04/2015 19:37,Clown Castle,603,1,1,0,0,2311,1
Rumia,10/04/2015 19:37,Clown Castle,603,1,1,0,0,2071,1
Iclone,10/04/2015 19:38,Reflector Pond,603,1,1,0,0,3451,1
Rexus,10/04/2015 19:38,Clown Castle,603,1,1,0,0,3764,1
Fallacy,10/04/2015 19:38,Leaffson,603,1,1,0,0,3757,1
Rumia,10/04/2015 19:38,Clown Castle,603,1,1,0,0,2407,1
Rumia,10/04/2015 19:38,Reflector Pond,603,1,1,0,0,3009,1
Rumia,10/04/2015 19:39,Clown Castle,602,1,1,0,0,122,1
Shaver,10/04/2015 19:39,Leaffson,603,1,1,0,0,1938,1
Iclone,10/04/2015 19:40,Leaffson,603,1,1,0,0,3378,1
Rexus,10/04/2015 19:40,Clown Castle,603,1,1,0,0,3592,1
Fallacy,10/04/2015 19:40,Eastower,603,1,1,0,0,3180,1
KTV 2,10/04/2015 19:40,Eastower,603,1,1,0,0,3586,1
Iclone,10/04/2015 19:41,Clown Castle,602,1,1,0,0,590,1
Rexus,10/04/2015 19:41,Leaffson,602,1,1,0,0,477,1
Rexus,10/04/2015 19:41,Reflector Pond,603,1,1,0,0,3708,1
Rumia,10/04/2015 19:41,Leaffson,603,1,1,0,0,3363,1
Rumia,10/04/2015 19:41,Reflector Pond,603,1,1,0,0,1434,1
Shaver,10/04/2015 19:41,Leaffson,603,1,1,0,0,1341,1
Fallacy,10/04/2015 19:42,Leaffson,603,1,0,1,1,2797,1
Rumia,10/04/2015 19:42,Leaffson,603,1,1,0,0,2246,1
Fallacy,10/04/2015 19:43,Eastower,602,1,1,0,0,205,1
Shaver,10/04/2015 19:43,Clown Castle,603,1,1,0,0,2841,1
Shaver,10/04/2015 19:43,Reflector Pond,603,1,1,0,0,1263,1
KTV 2,10/04/2015 19:43,Reflector Pond,610,1,1,0,0,4093,1
Fallacy,10/04/2015 19:44,Leaffson,602,1,1,0,0,498,1
Rexus,10/04/2015 19:44,Eastower,603,1,1,0,0,3392,1
Rumia,10/04/2015 19:44,Reflector Pond,603,1,1,0,0,1837,1
Fallacy,10/04/2015 19:45,Leaffson,603,1,1,0,0,2125,1
Rexus,10/04/2015 19:46,GLU,602,1,1,0,0,546,1
Iclone,10/04/2015 19:46,Reflector Pond,603,1,1,0,0,3697,1
Fallacy,10/04/2015 19:46,Clown Castle,603,1,1,0,0,3298,1
KTV 2,10/04/2015 19:46,Eastower,603,1,1,0,0,2717,1
Shaver,10/04/2015 19:46,Clown Castle,603,1,1,0,0,969,1
Fallacy,10/04/2015 19:47,Eastower,603,1,1,0,0,2678,1
KTV 2,10/04/2015 19:47,Leaffson,603,1,1,0,0,3590,1
KTV 2,10/04/2015 19:47,Clown Castle,603,1,1,0,0,1579,1
KTV 2,10/04/2015 19:47,Reflector Pond,603,1,1,0,0,2196,1
Iclone,10/04/2015 19:48,Leaffson,602,1,1,0,0,239,1
Shaver,10/04/2015 19:48,Clown Castle,602,1,1,0,0,213,1
Fallacy,10/04/2015 19:48,GLU,603,1,1,0,0,3426,1
KTV 2,10/04/2015 19:48,Leaffson,603,1,1,0,0,3107,1
Shaver,10/04/2015 19:48,Clown Castle,610,1,1,0,0,4262,1
Iclone,10/04/2015 19:49,Leaffson,602,1,1,0,0,850,1
Iclone,10/04/2015 19:49,Leaffson,603,1,1,0,0,2592,1
Iclone,10/04/2015 19:49,Clown Castle,603,1,1,0,0,1279,1
Rexus,10/04/2015 19:49,Clown Castle,603,1,1,0,0,2044,1
Fallacy,10/04/2015 19:49,Clown Castle,603,1,1,0,0,3474,1
Iclone,10/04/2015 19:50,Eastower,602,1,1,0,0,523,1
Fallacy,10/04/2015 19:50,Leaffson,602,1,1,0,0,167,1
Rexus,10/04/2015 19:50,Clown Castle,603,1,1,0,0,1861,1
Rexus,10/04/2015 19:51,Clown Castle,603,1,1,0,0,1218,1
Rexus,10/04/2015 19:51,Reflector Pond,603,1,1,0,0,1367,1
Rumia,10/04/2015 19:51,GLU,603,1,1,0,0,2839,1
Rumia,10/04/2015 19:51,Leaffson,603,1,1,0,0,1912,1
Rumia,10/04/2015 19:51,Leaffson,603,1,1,0,0,2884,1
Fallacy,10/04/2015 19:51,Clown Castle,610,1,1,0,0,4140,1
Iclone,10/04/2015 19:52,Clown Castle,603,1,0,1,1,979,1
KTV 2,10/04/2015 19:52,Eastower,603,1,1,0,0,941,1
KTV 2,10/04/2015 19:52,Leaffson,603,1,1,0,0,2521,1
Fallacy,10/04/2015 19:53,Eastower,602,1,1,0,0,869,1
Rexus,10/04/2015 19:53,Reflector Pond,603,1,1,0,0,3249,1
Fallacy,10/04/2015 19:53,Reflector Pond,603,1,1,0,0,1573,1
Fallacy,10/04/2015 19:53,GLU,610,1,1,0,0,4086,1
Shaver,10/04/2015 19:53,Reflector Pond,610,1,1,0,0,4102,1
KTV 2,10/04/2015 19:54,Eastower,602,1,0,1,1,12,1
Rexus,10/04/2015 19:54,Leaffson,610,1,1,0,0,4197,1
Fallacy,10/04/2015 19:55,Reflector Pond,603,1,1,0,0,3452,1
Rumia,10/04/2015 19:55,Leaffson,603,1,1,0,0,2575,1
Rumia,10/04/2015 19:55,Clown Castle,610,1,1,0,0,4180,1
Iclone,10/04/2015 19:56,Leaffson,603,1,1,0,0,3080,1
Fallacy,10/04/2015 19:56,Clown Castle,603,1,1,0,0,2916,1
Rumia,10/04/2015 19:56,Clown Castle,603,1,1,0,0,3311,1
Fallacy,10/04/2015 19:57,Leaffson,603,1,1,0,0,2403,1
KTV 2,10/04/2015 19:57,Eastower,610,1,1,0,0,4116,1
Rumia,10/04/2015 19:57,Clown Castle,610,1,1,0,0,4045,1
Rexus,10/04/2015 19:58,Leaffson,603,1,1,0,0,1452,1
Rumia,10/04/2015 19:58,Eastower,603,1,1,0,0,1684,1
Rexus,10/04/2015 19:59,Eastower,603,1,1,0,0,1485,1
Rexus,10/04/2015 19:59,Reflector Pond,603,1,1,0,0,1294,1
KTV 2,10/04/2015 19:59,Eastower,603,1,1,0,0,2005,1
Rexus,10/04/2015 20:00,Reflector Pond,603,1,1,0,0,3606,1
Fallacy,10/04/2015 20:00,Reflector Pond,603,1,1,0,0,1102,1
KTV 2,10/04/2015 20:00,Eastower,603,1,1,0,0,2483,1
KTV 2,10/04/2015 20:00,Clown Castle,603,1,1,0,0,3068,1
Rumia,10/04/2015 20:00,Eastower,603,1,1,0,0,1574,1
Rumia,10/04/2015 20:00,Reflector Pond,603,1,1,0,0,3272,1
Shaver,10/04/2015 20:00,GLU,603,1,1,0,0,1743,1
Rexus,10/04/2015 20:00,Reflector Pond,610,1,1,0,0,4001,1
Fallacy,10/04/2015 20:01,Clown Castle,602,1,1,0,0,578,1
Iclone,10/04/2015 20:01,Clown Castle,603,1,1,0,0,1830,1
Rexus,10/04/2015 20:01,Clown Castle,603,1,1,0,0,3772,1
Rumia,10/04/2015 20:01,Reflector Pond,603,1,1,0,0,3252,1
Shaver,10/04/2015 20:01,Clown Castle,603,1,1,0,0,2090,1
Fallacy,10/04/2015 20:02,Clown Castle,603,1,1,0,0,2172,1
KTV 2,10/04/2015 20:02,Reflector Pond,603,1,1,0,0,3659,1
Rumia,10/04/2015 20:02,Clown Castle,606,1,1,0,0,3864,1
Iclone,10/04/2015 20:03,Eastower,602,1,1,0,0,567,1
KTV 2,10/04/2015 20:03,Reflector Pond,602,1,1,0,0,375,1
Rumia,10/04/2015 20:03,Eastower,603,1,1,0,0,3236,1
Rumia,10/04/2015 20:03,Reflector Pond,603,1,1,0,0,3366,1
Rexus,10/04/2015 20:04,Reflector Pond,603,1,1,0,0,2605,1
KTV 2,10/04/2015 20:04,Clown Castle,603,1,1,0,0,3299,1
KTV 2,10/04/2015 20:05,Reflector Pond,603,1,1,0,0,1713,1
Fallacy,10/04/2015 20:05,Leaffson,606,1,1,0,0,3923,1
KTV 2,10/04/2015 20:09,Eastower,603,1,1,0,0,1620,1
Shaver,10/04/2015 20:09,Leaffson,603,1,1,0,0,2665,1
KTV 2,10/04/2015 20:09,Clown Castle,604,1,1,0,0,3803,1
Rexus,10/04/2015 20:10,Eastower,602,1,1,0,0,203,1
Rexus,10/04/2015 20:10,Eastower,603,1,1,0,0,1854,1
Rumia,10/04/2015 20:10,Reflector Pond,603,1,1,0,0,3507,1
Shaver,10/04/2015 20:10,Clown Castle,603,1,1,0,0,2410,1
Rexus,10/04/2015 20:10,Reflector Pond,606,1,1,0,0,3916,1
Iclone,10/04/2015 20:11,Eastower,603,1,1,0,0,3447,1
Rexus,10/04/2015 20:11,Eastower,603,1,1,0,0,2159,1
Rexus,10/04/2015 20:11,Clown Castle,603,1,1,0,0,1932,1
Fallacy,10/04/2015 20:11,Leaffson,603,1,1,0,0,1540,1
Rumia,10/04/2015 20:11,Reflector Pond,603,1,1,0,0,2986,1
Rumia,10/04/2015 20:11,Reflector Pond,610,1,1,0,0,4066,1
Rexus,10/04/2015 20:12,Reflector Pond,602,1,0,1,1,644,1
Rexus,10/04/2015 20:12,Reflector Pond,602,1,1,0,0,365,1
Rexus,10/04/2015 20:12,Leaffson,603,1,1,0,0,3432,1
Rexus,10/04/2015 20:12,Reflector Pond,603,1,1,0,0,1524,1
Rumia,10/04/2015 20:12,Eastower,603,1,1,0,0,1677,1
Rumia,10/04/2015 20:14,Reflector Pond,603,1,1,0,0,2163,1
Shaver,10/04/2015 20:15,Leaffson,602,1,1,0,0,118,1
Fallacy,10/04/2015 20:15,Eastower,603,1,1,0,0,3016,1
Fallacy,10/04/2015 20:15,Reflector Pond,603,1,1,0,0,1173,1
KTV 2,10/04/2015 20:15,Eastower,603,1,1,0,0,1676,1
Iclone,10/04/2015 20:16,Reflector Pond,603,1,1,0,0,1874,1
Iclone,10/04/2015 20:17,Clown Castle,603,1,1,0,0,1346,1
Fallacy,10/04/2015 20:17,GLU,603,1,1,0,0,3641,1
KTV 2,10/04/2015 20:17,Leaffson,603,1,1,0,0,2485,1
KTV 2,10/04/2015 20:17,GLU,610,1,1,0,0,4127,1
Rexus,10/04/2015 20:18,Clown Castle,602,1,1,0,0,636,1
Rumia,10/04/2015 20:18,GLU,603,1,1,0,0,1869,1
KTV 2,10/04/2015 20:18,Reflector Pond,610,1,1,0,0,4003,1
Fallacy,10/04/2015 20:19,Eastower,602,1,1,0,0,666,1
KTV 2,10/04/2015 20:19,Reflector Pond,603,1,1,0,0,3762,1
Fallacy,10/04/2015 20:19,Reflector Pond,606,1,1,0,0,3980,1
Fallacy,10/04/2015 20:20,Clown Castle,603,1,1,0,0,3771,1
Fallacy,10/04/2015 20:20,Leaffson,603,1,1,0,0,2995,1
Fallacy,10/04/2015 20:20,Reflector Pond,603,1,1,0,0,3256,1
Iclone,10/04/2015 20:21,Leaffson,603,1,1,0,0,1400,1
Fallacy,10/04/2015 20:21,Leaffson,603,1,1,0,0,1276,1
Rumia,10/04/2015 20:22,Clown Castle,602,1,1,0,0,328,1
Fallacy,10/04/2015 20:22,Reflector Pond,603,1,1,0,0,3442,1
Shaver,10/04/2015 20:22,Leaffson,603,1,1,0,0,3739,1
Fallacy,10/04/2015 20:23,Leaffson,603,1,1,0,0,2523,1
Rumia,10/04/2015 20:23,Eastower,603,1,1,0,0,1888,1
Iclone,10/04/2015 20:24,Reflector Pond,602,1,1,0,0,893,1
Rexus,10/04/2015 20:24,Leaffson,603,1,1,0,0,2837,1
KTV 2,10/04/2015 20:24,Reflector Pond,603,1,1,0,0,1396,1
Shaver,10/04/2015 20:24,Leaffson,603,1,0,1,1,1777,1
Rumia,10/04/2015 20:24,Eastower,610,1,1,0,0,3999,1
Fallacy,10/04/2015 20:25,Eastower,603,1,1,0,0,2512,1
Rumia,10/04/2015 20:25,Clown Castle,603,1,1,0,0,2794,1
Shaver,10/04/2015 20:25,Leaffson,603,1,1,0,0,3280,1
Fallacy,10/04/2015 20:26,Eastower,602,1,1,0,0,112,1
Shaver,10/04/2015 20:26,Eastower,602,1,1,0,0,40,1
KTV 2,10/04/2015 20:26,Leaffson,603,1,1,0,0,2468,1
Rexus,10/04/2015 20:27,Reflector Pond,603,1,1,0,0,2638,1
Rumia,10/04/2015 20:27,Clown Castle,603,1,1,0,0,2104,1
Fallacy,10/04/2015 20:28,Clown Castle,602,1,1,0,0,857,1
Fallacy,10/04/2015 20:28,Eastower,603,1,1,0,0,2420,1
KTV 2,10/04/2015 20:28,Reflector Pond,603,1,1,0,0,1634,1
Iclone,10/04/2015 20:29,Clown Castle,602,1,1,0,0,651,1
Fallacy,10/04/2015 20:29,Leaffson,603,1,1,0,0,1477,1
Rexus,10/04/2015 20:30,GLU,603,1,1,0,0,2049,1
Rumia,10/04/2015 20:30,Reflector Pond,603,1,1,0,0,3744,1
Iclone,10/04/2015 20:31,Leaffson,602,1,1,0,0,813,1
Shaver,10/04/2015 20:31,Clown Castle,602,1,1,0,0,47,1
Fallacy,10/04/2015 20:31,Clown Castle,603,1,1,0,0,1791,1
Rumia,10/04/2015 20:31,Eastower,603,1,1,0,0,1206,1
KTV 2,10/04/2015 20:32,Reflector Pond,602,1,1,0,0,696,1
Rexus,10/04/2015 20:32,Clown Castle,603,1,1,0,0,2086,1
Fallacy,10/04/2015 20:32,Eastower,603,1,1,0,0,984,1
Fallacy,10/04/2015 20:32,Reflector Pond,603,1,1,0,0,2818,1
Rexus,10/04/2015 20:33,Clown Castle,602,1,1,0,0,27,1
Iclone,10/04/2015 20:33,Reflector Pond,603,1,1,0,0,3548,1
KTV 2,10/04/2015 20:33,Clown Castle,603,1,1,0,0,2342,1
KTV 2,10/04/2015 20:33,Leaffson,603,1,1,0,0,1953,1
Shaver,10/04/2015 20:33,Leaffson,603,1,1,0,0,1504,1
Shaver,10/04/2015 20:33,Eastower,603,1,1,0,0,981,1
Rexus,10/04/2015 20:34,Clown Castle,603,1,1,0,0,980,1
Iclone,10/04/2015 20:35,Clown Castle,604,1,1,0,0,3818,1
Rexus,10/04/2015 20:35,Reflector Pond,610,1,1,0,0,4012,1
Rumia,10/04/2015 20:36,Clown Castle,602,1,1,0,0,463,1
KTV 2,10/04/2015 20:36,Eastower,603,1,1,0,0,3643,1
Rexus,10/04/2015 20:37,Eastower,603,1,1,0,0,1463,1
KTV 2,10/04/2015 20:37,Reflector Pond,603,1,1,0,0,2306,1
Shaver,10/04/2015 20:38,Eastower,602,1,1,0,0,601,1
Fallacy,10/04/2015 20:38,Clown Castle,603,1,1,0,0,3167,1
KTV 2,10/04/2015 20:38,Leaffson,610,1,1,0,0,4259,1
Iclone,10/04/2015 20:39,Clown Castle,603,1,1,0,0,2180,1
Rexus,10/04/2015 20:39,Reflector Pond,603,1,1,0,0,1372,1
KTV 2,10/04/2015 20:39,Leaffson,603,1,1,0,0,1728,1
Rumia,10/04/2015 20:39,Leaffson,603,1,1,0,0,1134,1
Shaver,10/04/2015 20:39,Clown Castle,603,1,1,0,0,2278,1
Fallacy,10/04/2015 20:39,Eastower,606,1,1,0,0,3947,1
Iclone,10/04/2015 20:40,Clown Castle,602,1,1,0,0,16,1
Shaver,10/04/2015 20:40,Reflector Pond,603,1,1,0,0,1794,1
Rexus,10/04/2015 20:41,GLU,602,1,1,0,0,726,1
Fallacy,10/04/2015 20:41,Clown Castle,603,1,1,0,0,2718,1
Rexus,10/04/2015 20:42,GLU,602,1,1,0,0,73,1
KTV 2,10/04/2015 20:42,Eastower,603,1,1,0,0,3526,1
Rumia,10/04/2015 20:42,Clown Castle,603,1,1,0,0,1639,1
Iclone,10/04/2015 20:42,Leaffson,610,1,1,0,0,3998,1
Rexus,10/04/2015 20:43,Reflector Pond,603,1,1,0,0,1917,1
Fallacy,10/04/2015 20:43,Clown Castle,603,1,1,0,0,2769,1
Rexus,10/04/2015 20:44,Clown Castle,603,1,1,0,0,3462,1
Rumia,10/04/2015 20:44,Eastower,603,1,1,0,0,1398,1
KTV 2,10/04/2015 20:45,Reflector Pond,603,1,1,0,0,3448,1
Rumia,10/04/2015 20:45,Reflector Pond,603,1,1,0,0,938,1
Shaver,10/04/2015 20:45,GLU,603,1,1,0,0,1780,1
Rexus,10/04/2015 20:46,Leaffson,603,1,1,0,0,2905,1
Iclone,10/04/2015 20:47,Clown Castle,602,1,1,0,0,886,1
Rumia,10/04/2015 20:47,Reflector Pond,603,1,1,0,0,906,1
Rumia,10/04/2015 20:47,Reflector Pond,603,1,1,0,0,2225,1
Shaver,10/04/2015 20:49,Clown Castle,603,1,1,0,0,1997,1
Shaver,10/04/2015 20:49,Clown Castle,603,1,1,0,0,3650,1
Rexus,10/04/2015 20:50,Eastower,602,1,1,0,0,331,1
Rexus,10/04/2015 20:50,Leaffson,603,1,1,0,0,2667,1
KTV 2,10/04/2015 20:50,Reflector Pond,603,1,1,0,0,1725,1
Fallacy,10/04/2015 20:51,Eastower,602,1,1,0,0,151,1
Rumia,10/04/2015 20:51,Leaffson,602,1,1,0,0,624,1
Fallacy,10/04/2015 20:51,Reflector Pond,606,1,1,0,0,3963,1
KTV 2,10/04/2015 20:52,GLU,602,1,1,0,0,568,1
KTV 2,10/04/2015 20:52,Reflector Pond,602,1,1,0,0,512,1
Fallacy,10/04/2015 20:53,Eastower,602,1,1,0,0,226,1
Rexus,10/04/2015 20:53,Eastower,603,1,1,0,0,2245,1
KTV 2,10/04/2015 20:53,Leaffson,603,1,1,0,0,2317,1
Rumia,10/04/2015 20:53,Eastower,603,1,1,0,0,1960,1
Rumia,10/04/2015 20:54,Reflector Pond,602,1,1,0,0,162,1
Iclone,10/04/2015 20:54,Clown Castle,603,1,1,0,0,1095,1
Rexus,10/04/2015 20:54,Reflector Pond,603,1,1,0,0,1002,1
Rexus,10/04/2015 20:54,Clown Castle,606,1,1,0,0,3873,1
Rexus,10/04/2015 20:55,Leaffson,603,1,1,0,0,2051,1
Rexus,10/04/2015 20:55,Leaffson,603,1,1,0,0,3029,1
Rexus,10/04/2015 20:55,Clown Castle,603,1,1,0,0,1368,1
Fallacy,10/04/2015 20:55,Eastower,603,1,1,0,0,1523,1
Fallacy,10/04/2015 20:55,Reflector Pond,603,1,1,0,0,2537,1
KTV 2,10/04/2015 20:55,Eastower,603,1,1,0,0,917,1
Rumia,10/04/2015 20:55,Reflector Pond,603,1,1,0,0,2015,1
Rexus,10/04/2015 20:56,GLU,603,1,1,0,0,3745,1
